journal,title,authors,abstract,cite,jel,url,vol,doi,year
Journal of Monetary Economics,Inflation uncertainty and growth in a cash-in-advance economy,"['Dotsey, Michael', 'Sarte, Pierre Daniel']",No abstract is available for this item.,"Dotsey, Michael & Sarte, Pierre Daniel, 2000. ""Inflation uncertainty and growth in a cash-in-advance economy,"" Journal of Monetary Economics, Elsevier, vol. 45(3), pages 631-655, June.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i3p631-655.html,"45(3), pages 631-655, June.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00005-2,2000
Journal of Monetary Economics,"Staggered price setting, translog preferences, and endogenous persistence","['Bergin, Paul R.', 'Feenstra, Robert C.']",No abstract is available for this item.,"Bergin, Paul R. & Feenstra, Robert C., 2000. ""Staggered price setting, translog preferences, and endogenous persistence,"" Journal of Monetary Economics, Elsevier, vol. 45(3), pages 657-680, June.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i3p657-680.html,"45(3), pages 657-680, June.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00004-0,2000
Journal of Monetary Economics,Non-convex costs and capital utilization: A study of production scheduling at automobile assembly plants,"['Hall, George J.']","This paper studies how managers at automobile assembly plants organize production across time. Detailed data from eleven single-source automobile assembly plants display considerable cross-plant heterogeneity. At plants which make low- and medium-selling vehicles the capital stock often sits idle, production is more variable than sales, and week-long shutdowns are often used to vary output. In contrast, at plants which make high-selling vehicles, the capital stock rarely sits idle, production is about as variable as sales, and over time -- bit week-long shutdowns -- is most frequently used to vary output. To explain this difference in production scheduling, I formulate and solve a dynamic programming model of a plant manager. The solution to the dynamic program predicts that when sales are low, non-convexities at the plant level induce the manager to bunch production at points of low average cost; thus, the manager uses less than full capital utilization on average and makes production more volatile than sales. When sales are high, the plant operates in a convex region of the cost curve. Hence the manager employs high levels of capital utilization and makes production less volatile than sales.(This abstract was borrowed from another version of this item.)","Hall, George J., 2000. ""Non-convex costs and capital utilization: A study of production scheduling at automobile assembly plants,"" Journal of Monetary Economics, Elsevier, vol. 45(3), pages 681-716, June.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i3p681-716.html,"45(3), pages 681-716, June.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00009-X,2000
Journal of Monetary Economics,The long-run stability of the demand for money: Italy 1861-1996,"['Muscatelli, V. Anton', 'Spinelli, Franco']",No abstract is available for this item.,"Muscatelli, V. Anton & Spinelli, Franco, 2000. ""The long-run stability of the demand for money: Italy 1861-1996,"" Journal of Monetary Economics, Elsevier, vol. 45(3), pages 717-739, June.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i3p717-739.html,"45(3), pages 717-739, June.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00011-8,2000
Journal of Monetary Economics,The aggregate effects of sectoral reallocations,"['Phelan, Christopher', 'Trejos, Alberto']",This code solves the Phela-Trejos model of sectoral labor reallocation model with search.(This abstract was borrowed from another version of this item.),"Phelan, Christopher & Trejos, Alberto, 2000. ""The aggregate effects of sectoral reallocations,"" Journal of Monetary Economics, Elsevier, vol. 45(2), pages 249-268, April.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i2p249-268.html,"45(2), pages 249-268, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(99)00056-2,2000
Journal of Monetary Economics,An equilibrium analysis of relative price changes and aggregate inflation,"['Balke, Nathan S.', 'Wynne, Mark A.']",No abstract is available for this item.,"Balke, Nathan S. & Wynne, Mark A., 2000. ""An equilibrium analysis of relative price changes and aggregate inflation,"" Journal of Monetary Economics, Elsevier, vol. 45(2), pages 269-292, April.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i2p269-292.html,"45(2), pages 269-292, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(99)00051-3,2000
Journal of Monetary Economics,The sustainability of bond-financed deficits: An overlapping generations approach,"['Chalk, Nigel A.']",No abstract is available for this item.,"Chalk, Nigel A., 2000. ""The sustainability of bond-financed deficits: An overlapping generations approach,"" Journal of Monetary Economics, Elsevier, vol. 45(2), pages 293-328, April.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i2p293-328.html,"45(2), pages 293-328, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(99)00052-5,2000
Journal of Monetary Economics,Constructing and estimating a realistic optimizing model of monetary policy,"['Kim, Jinill']",No abstract is available for this item.,"Kim, Jinill, 2000. ""Constructing and estimating a realistic optimizing model of monetary policy,"" Journal of Monetary Economics, Elsevier, vol. 45(2), pages 329-359, April.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i2p329-359.html,"45(2), pages 329-359, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(99)00054-9,2000
Journal of Monetary Economics,Understanding why high income households save more than low income households,"['Huggett, Mark', 'Ventura, Gustavo']","This paper investigates why high income households in the United States save on average more than low income households in cross-section data. The three explanations considered are (1) age differences across households, (2) temporary earnings shocks, and (3) the structure of transfer payments. We use a calibrated life-cycle model to evaluate the quantitative importance of these explanations and find that age and the structure of transfers are quantitatively important in producing the cross-section pattern of United States savings rates. Temporary shocks are of secondary importance.(This abstract was borrowed from another version of this item.)","Huggett, Mark & Ventura, Gustavo, 2000. ""Understanding why high income households save more than low income households,"" Journal of Monetary Economics, Elsevier, vol. 45(2), pages 361-397, April.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i2p361-397.html,"45(2), pages 361-397, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(99)00058-6,2000
Journal of Monetary Economics,Fixed versus flexible exchange rates: Which provides more fiscal discipline?,"['Tornell, Aaron', 'Velasco, Andres']","In recent years the conventional wisdom has held that fixed rates provide more fiscal discipline than do flexible rates. In this paper we show that this wisdom need not hold in a standard model in which fiscal policy is endogenously determined by a maximizing fiscal authority. The claim that fixed rates induce more discipline stresses that sustained adoption of lax fiscal policies must eventually lead to an exhaustion of reserves and thus to a politically costly collapse of the peg. Hence, under fixed rates bad behavior today leads to punishment tomorrow. Under flexible rates bad behavior has costs as well. The difference is in the intertemporal distribution of these costs: flexible rates allow the effects of unsound fiscal policies to manifest themselves immediately through movements in the exchange rate. Hence, bad behavior today leads to punishment today. If fiscal authorities are impatient, flexible rates - by forcing the costs to be paid up-front - provide more fiscal discipline and higher welfare for the representative private agent. The recent experience of Sub- Saharan countries supplies some preliminary evidence that matches the predictions of the model.(This abstract was borrowed from another version of this item.)(This abstract was borrowed from another version of this item.)","Tornell, Aaron & Velasco, Andres, 2000. ""Fixed versus flexible exchange rates: Which provides more fiscal discipline?,"" Journal of Monetary Economics, Elsevier, vol. 45(2), pages 399-436, April.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i2p399-436.html,"45(2), pages 399-436, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(99)00057-4,2000
Journal of Monetary Economics,Transitional dynamics in an R&D-based growth model with imitation: Comparing its predictions to the data,"['Perez-Sebastian, Fidel']","Employing cross-country data, this paper evaluates the transitional dynamics predictions of a non-scale growth model of endogenous technology innovation and imitation. We show that, unlike the neoclassical growth framework, the transitional dynamics of the R&D-based growth model can account for growth ""miracles"". The additional convergence power provided by technology imitations allows the model to replicate rapid growth experiences for plausible real interest rates, and reasonable consumption and investment shares. Furthermore, our results can reconcile the big contribution of input factor accumulation to economic growth found by Young (1994, 1995a) with the importance of technology transfer.(This abstract was borrowed from another version of this item.)","Perez-Sebastian, Fidel, 2000. ""Transitional dynamics in an R&D-based growth model with imitation: Comparing its predictions to the data,"" Journal of Monetary Economics, Elsevier, vol. 45(2), pages 437-461, April.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i2p437-461.html,"45(2), pages 437-461, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(99)00055-0,2000
