authorid,articleid
d_TOvYMAAAAJ,10.1093/rfs/hhm088
D0L9M4wAAAAJ,10.1093/rfs/hhm088
RVogy68AAAAJ,10.1093/rfs/hhn024
f3hmLBYAAAAJ,10.1093/rfs/hhn024
MRi06CcAAAAJ,10.1093/rfs/hhm061
FQwHG9IAAAAJ,10.1093/rfs/hhm061
bhZu99gAAAAJ,10.1093/rfs/hhn026
3leuMboAAAAJ,10.1093/rfs/hhn026
cLwT3toAAAAJ,10.1093/rfs/hhn013
6elB2QoAAAAJ,10.1093/rfs/hhn036
tW8cPncAAAAJ,10.1093/rfs/hhn025
CYMs82MAAAAJ,10.1093/rfs/hhn025
G9GYPSMAAAAJ,10.1093/rfs/hhn079
IGfRMp8AAAAJ,10.1093/rfs/hhn041
kmQBbHgAAAAJ,10.1093/rfs/hhn032
Y0eXB-AAAAAJ,10.1093/rfs/hhn032
dJlFSXkAAAAJ,10.1093/rfs/hhn032
TPo2058AAAAJ,10.1093/rfs/hhm069
gWWy1G0AAAAJ,10.1093/rfs/hhn045
59WrTZoAAAAJ,10.1093/rfs/hhn040
YTCnA4EAAAAJ,10.1093/rfs/hhn040
s7RG1a8AAAAJ,10.1093/rfs/hhn057
4NECU0gAAAAJ,10.1093/rfs/hhn057
lSjRnroAAAAJ,10.1093/rfs/hhm083
dgQ-TdEAAAAJ,10.1093/rfs/hhm083
BNR4vnwAAAAJ,10.1093/rfs/hhn075
6dc6YLsAAAAJ,10.1093/rfs/hhn066
0Kk8UkkAAAAJ,10.1093/rfs/hhn066
ZKeyKNgAAAAJ,10.1093/rfs/hhn100
2TKG5hAAAAAJ,10.1093/rfs/hhn100
Wun0TPYAAAAJ,10.1093/rfs/hhn023
TPo2058AAAAJ,10.1093/rfs/hhn060
I3kyA8UAAAAJ,10.1093/rfs/hhn050
6ODwslkAAAAJ,10.1093/rfs/hhn050
-e7hticAAAAJ,10.1093/rfs/hhn059
nMmzI-4AAAAJ,10.1093/rfs/hhn059
9WbKRQIAAAAJ,10.1093/rfs/hhn088
9zB2ZbgAAAAJ,10.1093/rfs/hhm076
ebG0uh0AAAAJ,10.1093/rfs/hhm076
gWWy1G0AAAAJ,10.1093/rfs/hhn102
2TKG5hAAAAAJ,10.1093/rfs/hhn102
VJyuANIAAAAJ,10.1093/rfs/hhl043
34PkXd0AAAAJ,10.1093/rfs/hhn098
XhSFeucAAAAJ,10.1093/rfs/hhn098
_5JPupgAAAAJ,10.1093/rfs/hhm016
Vr5iLk0AAAAJ,10.1093/rfs/hhm016
GJPJjtIAAAAJ,10.1093/rfs/hhn083
bI4E5IgAAAAJ,10.1093/rfs/hhp010
I05RXsMAAAAJ,10.1093/rfs/hhp010
f_GOgMcAAAAJ,10.1093/rfs/hhp010
yDmxVkoAAAAJ,10.1093/rfs/hhn067
GCOteioAAAAJ,10.1093/rfs/hhn087
BaFsLOsAAAAJ,10.1093/rfs/hhn087
ybU7ok0AAAAJ,10.1093/rfs/hhn110
0-2fCGsAAAAJ,10.1093/rfs/hhn110
4pKOgR4AAAAJ,10.1093/rfs/hhn112
4N9pRgQAAAAJ,10.1093/rfs/hhn068
l9Or8EMAAAAJ,10.1093/rfs/hhp037
rMEMe14AAAAJ,10.1093/rfs/hhp037
xL_6TUoAAAAJ,10.1093/rfs/hhn086
VcG4E7UAAAAJ,10.1093/rfs/hhn086
fq7BQosAAAAJ,10.1093/rfs/hhn081
yJGicmAAAAAJ,10.1093/rfs/hhp026
_fF0GfUAAAAJ,10.1093/rfs/hhn113
XIMVFgYAAAAJ,10.1093/rfs/hhn084
JSOBfQEAAAAJ,10.1093/rfs/hhn084
SCsj-O8AAAAJ,10.1093/rfs/hhn084
UvpARJwAAAAJ,10.1093/rfs/hhn089
kQ3Wb_sAAAAJ,10.1093/rfs/hhn089
s5BdnNoAAAAJ,10.1093/rfs/hhn089
3zWkJO4AAAAJ,10.1093/rfs/hhn076
ByzWEGMAAAAJ,10.1093/rfs/hhn076
H0Xu6yIAAAAJ,10.1093/rfs/hhn101
HbOIv0EAAAAJ,10.1093/rfs/hhn101
N9iW0hcAAAAJ,10.1093/rfs/hhn101
V5nfEHAAAAAJ,10.1093/rfs/hhn107
lyaGjecAAAAJ,10.1093/rfs/hhn107
Jz0-RSMAAAAJ,10.1093/rfs/hhn107
pZdURPgAAAAJ,10.1093/rfs/hhn054
wIljh98AAAAJ,10.1093/rfs/hhn054
rtnxrRMAAAAJ,10.1093/rfs/hhn054
JDZZdUAAAAAJ,10.1093/rfs/hhn080
K8Rw5ToAAAAJ,10.1093/rfs/hhn080
Ttsxv0IAAAAJ,10.1093/rfs/hhn082
C9Q9gMYAAAAJ,10.1093/rfs/hhn082
ytlF7k0AAAAJ,10.1093/rfs/hhn082
AXYf-i8AAAAJ,10.1093/rfs/hhn111
9inOJX8AAAAJ,10.1093/rfs/hhn111
-8PtSIcAAAAJ,10.1093/rfs/hhn061
4ahtlp0AAAAJ,10.1093/rfs/hhn077
GWvpJ40AAAAJ,10.1093/rfs/hhn077
uEKU998AAAAJ,10.1093/rfs/hhn104
gz9UZ1YAAAAJ,10.1093/rfs/hhn104
nsp4Ng0AAAAJ,10.1093/rfs/hhn116
2aOe37EAAAAJ,10.1093/rfs/hhn116
w_H_FzEAAAAJ,10.1093/rfs/hhp014
TC_noBwAAAAJ,10.1093/rfs/hhp014
gE8WVnMAAAAJ,10.1093/rfs/hhp014
TBvhBwgAAAAJ,10.1093/rfs/hhp009
bGGyV5IAAAAJ,10.1093/rfs/hhp009
EEn0E9UAAAAJ,10.1093/rfs/hhn121
CJi-FhQAAAAJ,10.1093/rfs/hhn121
KkiHv8oAAAAJ,10.1093/rfs/hhn062
uTM9dGkAAAAJ,10.1093/rfs/hhp028
my0aSJYAAAAJ,10.1093/rfs/hhp028
1dx5Y-kAAAAJ,10.1093/rfs/hhp007
KrsoDPAAAAAJ,10.1093/rfs/hhn058
Rl-Y4zIAAAAJ,10.1093/rfs/hhn058
XXrWCBkAAAAJ,10.1093/rfs/hhn058
Zwslvo0AAAAJ,10.1093/rfs/hhp003
tPoHFwsAAAAJ,10.1093/rfs/hhn078
kmQBbHgAAAAJ,10.1093/rfs/hhp057
1X6qYLAAAAAJ,10.1093/rfs/hhp005
XhSFeucAAAAJ,10.1093/rfs/hhp005
R9j0fpEAAAAJ,10.1093/rfs/hhn105
SOIkUjUAAAAJ,10.1093/rfs/hhn105
fsnYVZsAAAAJ,10.1093/rfs/hhn109
YqV38AoAAAAJ,10.1093/rfs/hhn109
vILqFpsAAAAJ,10.1093/rfs/hhn109
Srs1JcoAAAAJ,10.1093/rfs/hhn092
EqCcovwAAAAJ,10.1093/rfs/hhn092
YK4rfNsAAAAJ,10.1093/rfs/hhp022
JPBKqhQAAAAJ,10.1093/rfs/hhn091
rKgjgJQAAAAJ,10.1093/rfs/hhn091
_jKl6ogAAAAJ,10.1093/rfs/hhn118
1_W1qE4AAAAJ,10.1093/rfs/hhn118
rtnxrRMAAAAJ,10.1093/rfs/hhn108
t966tjcAAAAJ,10.1093/rfs/hhn106
hbNGOGYAAAAJ,10.1093/rfs/hhn093
x6t-G-gAAAAJ,10.1093/rfs/hhn093
_naCiHcAAAAJ,10.1093/rfs/hhn095
KAit8lUAAAAJ,10.1093/rfs/hhn115
9jbC-bsAAAAJ,10.1093/rfs/hhn115
ovNezDgAAAAJ,10.1093/rfs/hhn103
TlKIpoYAAAAJ,10.1093/rfs/hhn120
_xD0BvYAAAAJ,10.1093/rfs/hhn120
WI3u_xIAAAAJ,10.1093/rfs/hhn119
InK_gm4AAAAJ,10.1093/rfs/hhp018
Te2WCsoAAAAJ,10.1093/rfs/hhp001
ZJ-6pjIAAAAJ,10.1093/rfs/hhp001
hDWA4gkAAAAJ,10.1093/rfs/hhp013
Zzt03VcAAAAJ,10.1093/rfs/hhp013
xyo--5wAAAAJ,10.1093/rfs/hhp012
ECbnyp0AAAAJ,10.1093/rfs/hhp012
UtHNAZwAAAAJ,10.1093/rfs/hhp011
mMB8IFkAAAAJ,10.1093/rfs/hhp016
LSOg2C4AAAAJ,10.1093/rfs/hhp032
4G4cjz8AAAAJ,10.1093/rfs/hhp032
XKIMx0EAAAAJ,10.1093/rfs/hhp008
3T-bhxwwQU8C,10.1093/rfs/hhp008
TOYCncwAAAAJ,10.1093/rfs/hhp008
59WrTZoAAAAJ,10.1093/rfs/hhp036
YTCnA4EAAAAJ,10.1093/rfs/hhp036
zsdj6NsAAAAJ,10.1093/rfs/hhp025
szr8V5AAAAAJ,10.1093/rfs/hhp023
9inOJX8AAAAJ,10.1093/rfs/hhp023
jjX1n8kAAAAJ,10.1093/rfs/hhp023
EkHAGqIAAAAJ,10.1093/rfs/hhp045
8-Oxq8gAAAAJ,10.1093/rfs/hhp083
Rz28uusAAAAJ,10.1093/rfs/hhp083
3hsZ9UEAAAAJ,10.1093/rfs/hhp065
qE1_fccAAAAJ,10.1093/rfs/hhp065
VKGaIckAAAAJ,10.1093/rfs/hhp065
TOYCncwAAAAJ,10.1093/rfs/hhp004
YzH3QZAAAAAJ,10.1093/rfs/hhp061
GtDEmnkAAAAJ,10.1093/rfs/hhp081
KJJfHRMAAAAJ,10.1093/rfs/hhp081
iRHXIAQAAAAJ,10.1093/rfs/hhp043
Wun0TPYAAAAJ,10.1093/rfs/hhp043
duwqhBwAAAAJ,10.1093/rfs/hhp043
iZAsYLgAAAAJ,10.1093/rfs/hhp019
oCFp4LIAAAAJ,10.1093/rfs/hhp019
Ixb0VZIAAAAJ,10.1093/rfs/hhp019
5JwENHIAAAAJ,10.1093/rfs/hhp030
_UHUfFsAAAAJ,10.1093/rfs/hhn117
aCSds20AAAAJ,10.1093/rfs/hhn117
cxFJWPcAAAAJ,10.1093/rfs/hhn117
Dr8LMCUAAAAJ,10.1093/rfs/hhp002
bMOqYycAAAAJ,10.1093/rfs/hhp092
faxNJkoAAAAJ,10.1093/rfs/hhp092
0etLLqsAAAAJ,10.1093/rfs/hhp020
ZjgfVaMAAAAJ,10.1093/rfs/hhp035
ailQ-KAAAAAJ,10.1093/rfs/hhp029
qy78iyAAAAAJ,10.1093/rfs/hhp029
rtyGaaYAAAAJ,10.1093/rfs/hhp038
W-gLI5wAAAAJ,10.1093/rfs/hhp038
3pBpwrkAAAAJ,10.1093/rfs/hhp031
3dhieDQAAAAJ,10.1093/rfs/hhp031
UcssT_8AAAAJ,10.1093/rfs/hhp021
WUcwc_0AAAAJ,10.1093/rfs/hhp021
lzrajG8AAAAJ,10.1093/rfs/hhp041
IQMCGGAAAAAJ,10.1093/rfs/hhp041
lNrvMyUAAAAJ,10.1093/rfs/hhp041
R-tms2UAAAAJ,10.1093/rfs/hhp062
wTnUERwAAAAJ,10.1093/rfs/hhp062
7Yrt_04AAAAJ,10.1093/rfs/hhp040
znilLxEAAAAJ,10.1093/rfs/hhp040
TwFupW0AAAAJ,10.1093/rfs/hhp056
EBQyDVMAAAAJ,10.1093/rfs/hhp056
-TKOjYoAAAAJ,10.1093/rfs/hhp093
dddoJ5gAAAAJ,10.1093/rfs/hhp087
znKtbQUAAAAJ,10.1093/rfs/hhp087
fuxcjqgAAAAJ,10.1093/rfs/hhp063
w0i2Tl0AAAAJ,10.1093/rfs/hhp063
y9mCubUAAAAJ,10.1093/rfs/hhp063
5lF-YiMAAAAJ,10.1093/rfs/hhp059
eYDkHEkAAAAJ,10.1093/rfs/hhp059
JAR_yEYAAAAJ,10.1093/rfs/hhp058
fLDBx0YAAAAJ,10.1093/rfs/hhp060
b054o8sAAAAJ,10.1093/rfs/hhp060
bsSQDIkAAAAJ,10.1093/rfs/hhp060
9zB2ZbgAAAAJ,10.1093/rfs/hhp082
GLbcs6MAAAAJ,10.1093/rfs/hhp082
0Kk8UkkAAAAJ,10.1093/rfs/hhp070
Wun0TPYAAAAJ,10.1093/rfs/hhp070
lRQCmqgAAAAJ,10.1093/rfs/hhp070
6t3_iU8AAAAJ,10.1093/rfs/hhp071
VBBjgXsAAAAJ,10.1093/rfs/hhp071
yQ4JkEgAAAAJ,10.1093/rfs/hhp073
RpfJpHMAAAAJ,10.1093/rfs/hhp073
6pqUlRUAAAAJ,10.1093/rfs/hhp088
mm2zaS8AAAAJ,10.1093/rfs/hhp088
UvpARJwAAAAJ,10.1093/rfs/hhn089.ra
kQ3Wb_sAAAAJ,10.1093/rfs/hhn089.ra
s5BdnNoAAAAJ,10.1093/rfs/hhn089.ra
V5nfEHAAAAAJ,10.1093/rfs/hhn107.ra
lyaGjecAAAAJ,10.1093/rfs/hhn107.ra
Jz0-RSMAAAAJ,10.1093/rfs/hhn107.ra
pZdURPgAAAAJ,10.1093/rfs/hhn054.ra
wIljh98AAAAJ,10.1093/rfs/hhn054.ra
rtnxrRMAAAAJ,10.1093/rfs/hhn054.ra
VqMDiTMAAAAJ,10.1093/rfs/hhp094
KHQv0F4AAAAJ,10.1093/rfs/hhp094
uiQQHnsAAAAJ,10.1093/rfs/hhp068
Z5FZHQcAAAAJ,10.1093/rfs/hhp068
hocDMPYAAAAJ,10.1093/rfs/hhp069
45viIc4AAAAJ,10.1093/rfs/hhp069
JU_o9NoAAAAJ,10.1093/rfs/hhp066
UjI_Em8AAAAJ,10.1093/rfs/hhp066
cUqgDksAAAAJ,10.1093/rfs/hhp066
14RwBdcAAAAJ,10.1093/rfs/hhp080
AXYf-i8AAAAJ,10.1093/rfs/hhp072
nCx8fdUAAAAJ,10.1093/rfs/hhp072
mZrY5zQAAAAJ,10.1093/rfs/hhp042
9ML_jZkAAAAJ,10.1093/rfs/hhp042
w1PH9B8AAAAJ,10.1093/rfs/hhp006
4N9pRgQAAAAJ,10.1093/rfs/hhp006
H7WEpOMAAAAJ,10.1093/rfs/hhp027
sP8pxEMAAAAJ,10.1093/rfs/hhp027
mZrY5zQAAAAJ,10.1093/rfs/hhp121
hsxQxqEAAAAJ,10.1093/rfs/hhp121
DoquboQAAAAJ,10.1093/rfs/hhp090
q2JJ8_QAAAAJ,10.1093/rfs/hhp090
0D1c15MAAAAJ,10.1093/rfs/hhp104
b7t-18YAAAAJ,10.1093/rfs/hhp095
Wun0TPYAAAAJ,10.1093/rfs/hhp095
Gwr_Or4AAAAJ,10.1093/rfs/hhp095
emaqMI0AAAAJ,10.1093/rfs/hhp112
7QN0250AAAAJ,10.1093/rfs/hhp112
ZA5dz8MAAAAJ,10.1093/rfs/hhp079
sUcCYr0AAAAJ,10.1093/rfs/hhp079
3-VrsV4AAAAJ,10.1093/rfs/hhp114
xc63f7cAAAAJ,10.1093/rfs/hhp114
7RoJemEAAAAJ,10.1093/rfs/hhp113
YXOMDQsAAAAJ,10.1093/rfs/hhp113
wYM5K5sAAAAJ,10.1093/rfs/hhp113
4eWWxxAAAAAJ,10.1093/rfs/hhp099
ItLhJVAAAAAJ,10.1093/rfs/hhp091
h8vmjV0AAAAJ,10.1093/rfs/hhp091
seyQlMwAAAAJ,10.1093/rfs/hhp097
RTgwp14AAAAJ,10.1093/rfs/hhp097
hSs-qMQAAAAJ,10.1093/rfs/hhp097
XUb3vIsAAAAJ,10.1093/rfs/hhp096
HYNzKzUAAAAJ,10.1093/rfs/hhp096
YXOMDQsAAAAJ,10.1093/rfs/hhp106
tjk49uUAAAAJ,10.1093/rfs/hhp106
NlhEA0EAAAAJ,10.1093/rfs/hhq007
vJMqOf4AAAAJ,10.1093/rfs/hhp078
td7j7bEAAAAJ,10.1093/rfs/hhp120
aify3ioAAAAJ,10.1093/rfs/hhp118
aeMaiHgAAAAJ,10.1093/rfs/hhp118
aify3ioAAAAJ,10.1093/rfs/hhp118
aeMaiHgAAAAJ,10.1093/rfs/hhp118
mDrYNk0AAAAJ,10.1093/rfs/hhq002
biksPt8AAAAJ,10.1093/rfs/hhq002
HHuOtgkAAAAJ,10.1093/rfs/hhq004
9inOJX8AAAAJ,10.1093/rfs/hhq004
jdlINQsAAAAJ,10.1093/rfs/hhp115
OMknLNkAAAAJ,10.1093/rfs/hhp115
nMmzI-4AAAAJ,10.1093/rfs/hhq009
hAEuHxQAAAAJ,10.1093/rfs/hhp098
KHxEQg4AAAAJ,10.1093/rfs/hhp098
bqdnFg8AAAAJ,10.1093/rfs/hhp098
aovr3O0AAAAJ,10.1093/rfs/hhq005
ikrCxG0AAAAJ,10.1093/rfs/hhq005
6bDMmXQAAAAJ,10.1093/rfs/hhq005
3zWkJO4AAAAJ,10.1093/rfs/hhq016
AACyi2cAAAAJ,10.1093/rfs/hhq016
DYqhcKYAAAAJ,10.1093/rfs/hhq021
lR1jyOQAAAAJ,10.1093/rfs/hhq021
AXYf-i8AAAAJ,10.1093/rfs/hhp107
jY0gAyAAAAAJ,10.1093/rfs/hhp107
K3UTqHUAAAAJ,10.1093/rfs/hhq003
lNI7aEYAAAAJ,10.1093/rfs/hhq003
zplAd2YAAAAJ,10.1093/rfs/hhq003
Y5HwKlsAAAAJ,10.1093/rfs/hhp119
6CMNcpoAAAAJ,10.1093/rfs/hhp116
7ypz2aYAAAAJ,10.1093/rfs/hhp116
XHbpLVIAAAAJ,10.1093/rfs/hhq014
8Pu89u4AAAAJ,10.1093/rfs/hhq014
bewuSuQAAAAJ,10.1093/rfs/hhq014
I0Zu4wcAAAAJ,10.1093/rfs/hhq008
th0ZpckAAAAJ,10.1093/rfs/hhq008
GKJUw9QAAAAJ,10.1093/rfs/hhq008
ZiZljbAAAAAJ,10.1093/rfs/hhq020
2aOe37EAAAAJ,10.1093/rfs/hhq020
BV-RAOYAAAAJ,10.1093/rfs/hhq006
DOFp0nIAAAAJ,10.1093/rfs/hhq017
HHuOtgkAAAAJ,10.1093/rfs/hhq017
c4t2L3MAAAAJ,10.1093/rfs/hhq024
GWhvHuMAAAAJ,10.1093/rfs/hhq024
iIeU2uAAAAAJ,10.1093/rfs/hhq001
EtN-bVjx2gUC,10.1093/rfs/hhq001
cIGfEy0AAAAJ,10.1093/rfs/hhp117
ZmXbMmEAAAAJ,10.1093/rfs/hhq015
jvLn3P8AAAAJ,10.1093/rfs/hhq015
7r2YOgcAAAAJ,10.1093/rfs/hhq019
yiWZrd0AAAAJ,10.1093/rfs/hhq019
_IgknIIAAAAJ,10.1093/rfs/hhq039
j5HgL4MAAAAJ,10.1093/rfs/hhq039
EkHAGqIAAAAJ,10.1093/rfs/hhq033
Re7RdYwAAAAJ,10.1093/rfs/hhq032
ohMQeuwAAAAJ,10.1093/rfs/hhq031
6bDMmXQAAAAJ,10.1093/rfs/hhq031
4Atx94QAAAAJ,10.1093/rfs/hhq030
SDEwIIIAAAAJ,10.1093/rfs/hhq030
WnjoZLQAAAAJ,10.1093/rfs/hhq029
e3CfrPYAAAAJ,10.1093/rfs/hhq029
z8jmb1QAAAAJ,10.1093/rfs/hhq028
eFEPAoMAAAAJ,10.1093/rfs/hhq028
yJGicmAAAAAJ,10.1093/rfs/hhq018
Ss76_RkAAAAJ,10.1093/rfs/hhq018
bAJ9t-wAAAAJ,10.1093/rfs/hhq018
vh-p0doAAAAJ,10.1093/rfs/hhq055
QYDI74sAAAAJ,10.1093/rfs/hhq055
MwKqqlAAAAAJ,10.1093/rfs/hhq052
__gip0AAAAAJ,10.1093/rfs/hhq069
atfYgxcAAAAJ,10.1093/rfs/hhq069
WYJG698AAAAJ,10.1093/rfs/hhq069
pblejMoAAAAJ,10.1093/rfs/hhq063
y1klEvYAAAAJ,10.1093/rfs/hhq063
U6L0fQ0AAAAJ,10.1093/rfs/hhq045
k035GqEAAAAJ,10.1093/rfs/hhq045
euTMS0sAAAAJ,10.1093/rfs/hhq062
INtCqSAAAAAJ,10.1093/rfs/hhq062
bDkA050AAAAJ,10.1093/rfs/hhq058
E3B-CBAAAAAJ,10.1093/rfs/hhq058
C9VNFhwAAAAJ,10.1093/rfs/hhq060
TlKIpoYAAAAJ,10.1093/rfs/hhq060
MDb-W6YAAAAJ,10.1093/rfs/hhq060
sZp4HuEAAAAJ,10.1093/rfs/hhq051
c4t2L3MAAAAJ,10.1093/rfs/hhq053
GWhvHuMAAAAJ,10.1093/rfs/hhq053
0m7HRhUAAAAJ,10.1093/rfs/hhq050
Gscc2O4AAAAJ,10.1093/rfs/hhq050
n1C6flAAAAAJ,10.1093/rfs/hhq054
dz--jYoAAAAJ,10.1093/rfs/hhq054
F8Hp35cAAAAJ,10.1093/rfs/hhq061
SDlCXgwAAAAJ,10.1093/rfs/hhq061
6xrWjssAAAAJ,10.1093/rfs/hhq057
MZ6n6ykAAAAJ,10.1093/rfs/hhq057
tyuFfAEAAAAJ,10.1093/rfs/hhq056
Haxkq8cAAAAJ,10.1093/rfs/hhq056
4BZGKMMAAAAJ,10.1093/rfs/hhq056
vvWlgXgAAAAJ,10.1093/rfs/hhq093
c1T36UUAAAAJ,10.1093/rfs/hhq093
1nnaKEwAAAAJ,10.1093/rfs/hhq079
MXB4mDUAAAAJ,10.1093/rfs/hhq079
rhpe0P0AAAAJ,10.1093/rfs/hhq083
raR9UhwAAAAJ,10.1093/rfs/hhq083
bI4E5IgAAAAJ,10.1093/rfs/hhq082
-i2KYoQAAAAJ,10.1093/rfs/hhq092
TjOEhBIAAAAJ,10.1093/rfs/hhq092
n2ThzEsAAAAJ,10.1093/rfs/hhq088
hAEuHxQAAAAJ,10.1093/rfs/hhq109
R2QkoB4AAAAJ,10.1093/rfs/hhq109
rx6KkYoAAAAJ,10.1093/rfs/hhq109
xGnsKhcAAAAJ,10.1093/rfs/hhq096
fsnYVZsAAAAJ,10.1093/rfs/hhq096
bgz7e58AAAAJ,10.1093/rfs/hhq111
y5-0f7IAAAAJ,10.1093/rfs/hhq111
K89qPLcAAAAJ,10.1093/rfs/hhq076
0Ry0IA4AAAAJ,10.1093/rfs/hhq122
beXMlcIAAAAJ,10.1093/rfs/hhq122
4osiWx0AAAAJ,10.1093/rfs/hhq122
rKgjgJQAAAAJ,10.1093/rfs/hhq077
XizBm0kAAAAJ,10.1093/rfs/hhq077
MB5kq1UAAAAJ,10.1093/rfs/hhq091
1_W1qE4AAAAJ,10.1093/rfs/hhq091
SMThCg0AAAAJ,10.1093/rfs/hhq091
4N9pRgQAAAAJ,10.1093/rfs/hhq095
s3bu-yAAAAAJ,10.1093/rfs/hhq095
9zB2ZbgAAAAJ,10.1093/rfs/hhq075
GLbcs6MAAAAJ,10.1093/rfs/hhq075
ioWP-t0AAAAJ,10.1093/rfs/hhq080
xAMeGHcAAAAJ,10.1093/rfs/hhq080
4S7zXXAAAAAJ,10.1093/rfs/hhq108
07f1gCAAAAAJ,10.1093/rfs/hhq090
hsjEEZIAAAAJ,10.1093/rfs/hhq086
vh-p0doAAAAJ,10.1093/rfs/hhq105
EqXcstQAAAAJ,10.1093/rfs/hhq105
4S3KTg4AAAAJ,10.1093/rfs/hhq116
20hPpJoAAAAJ,10.1093/rfs/hhq116
cjgqa9kAAAAJ,10.1093/rfs/hhq116
ydm6YuYAAAAJ,10.1093/rfs/hhq071
se30-eEAAAAJ,10.1093/rfs/hhq071
6dDHSucAAAAJ,10.1093/rfs/hhq094
Jz0-RSMAAAAJ,10.1093/rfs/hhq094
cHw1HukAAAAJ,10.1093/rfs/hhq113
lkTcOOAAAAAJ,10.1093/rfs/hhq113
2K3Oo0wAAAAJ,10.1093/rfs/hhq113
DRxdV7AAAAAJ,10.1093/rfs/hhq089
faxNJkoAAAAJ,10.1093/rfs/hhq089
2QOp9_MAAAAJ,10.1093/rfs/hhq129
duekAqYAAAAJ,10.1093/rfs/hhq129
NNEAubYAAAAJ,10.1093/rfs/hhq107
-lmvOaw0j94C,10.1093/rfs/hhq107
nVRG_-wAAAAJ,10.1093/rfs/hhq112
f1w7peMAAAAJ,10.1093/rfs/hhq112
jr8ASqEAAAAJ,10.1093/rfs/hhq112
kmQBbHgAAAAJ,10.1093/rfs/hhq121
-32IP5AAAAAJ,10.1093/rfs/hhq121
6n333AIAAAAJ,10.1093/rfs/hhq087
8dHy9FAAAAAJ,10.1093/rfs/hhq128
EjAJkH0AAAAJ,10.1093/rfs/hhq128
RB-RKykAAAAJ,10.1093/rfs/hhq137
dJYWn18AAAAJ,10.1093/rfs/hhq138
s5B27PkAAAAJ,10.1093/rfs/hhq138
tZbswfUAAAAJ,10.1093/rfs/hhq124
0gmhX4MAAAAJ,10.1093/rfs/hhq124
DT8HEA4AAAAJ,10.1093/rfs/hhq084
AaOAkygAAAAJ,10.1093/rfs/hhq084
n7l_nn4AAAAJ,10.1093/rfs/hhq070
aovr3O0AAAAJ,10.1093/rfs/hhq070
Qo11joQAAAAJ,10.1093/rfs/hhq132
qeoHAtIAAAAJ,10.1093/rfs/hhq132
2n8VY_MAAAAJ,10.1093/rfs/hhq074
JXgmF4YAAAAJ,10.1093/rfs/hhq074
Bv90jVUAAAAJ,10.1093/rfs/hhq074
_j-CAPwAAAAJ,10.1093/rfs/hhq130
9YxaCMsAAAAJ,10.1093/rfs/hhq130
OHVYjwkAAAAJ,10.1093/rfs/hhq130
A2AEAtgAAAAJ,10.1093/rfs/hhp039
c28dz2UAAAAJ,10.1093/rfs/hhp039
hNZ0CZYAAAAJ,10.1093/rfs/hhp105
qFJeZ80AAAAJ,10.1093/rfs/hhp105
Zfypa8cAAAAJ,10.1093/rfs/hhn096
IIHqer8AAAAJ,10.1093/rfs/hhn096
JPBKqhQAAAAJ,10.1093/rfs/hhn096
1xJIT3cAAAAJ,10.1093/rfs/hhp074
Wun0TPYAAAAJ,10.1093/rfs/hhp074
3zWkJO4AAAAJ,10.1093/rfs/hhp064
T2_fBusAAAAJ,10.1093/rfs/hhp064
HdEPV0IAAAAJ,10.1093/rfs/hhp064
Z1FR6rIAAAAJ,10.1093/rfs/hhp126
lyaGjecAAAAJ,10.1093/rfs/hhp034
mm2zaS8AAAAJ,10.1093/rfs/hhq022
GVbYrSIAAAAJ,10.1093/rfs/hhp089
Szl5kS4AAAAJ,10.1093/rfs/hhp089
P_sCbRcAAAAJ,10.1093/rfs/hhp089
GVbYrSIAAAAJ,10.1093/rfs/hhr003
xyo--5wAAAAJ,10.1093/rfs/hhr003
3kyN9RoAAAAJ,10.1093/rfs/hhr016
Mb7b03wAAAAJ,10.1093/rfs/hhr016
39XVGr0AAAAJ,10.1093/rfs/hhq139
f2RVNGIAAAAJ,10.1093/rfs/hhq139
MttqlOcAAAAJ,10.1093/rfs/hhq146
602uYo8AAAAJ,10.1093/rfs/hhq146
C8SXuKMAAAAJ,10.1093/rfs/hhr009
BdnNIcAAAAAJ,10.1093/rfs/hhq140
opbn9aAAAAAJ,10.1093/rfs/hhq140
JU_o9NoAAAAJ,10.1093/rfs/hhq151
pblejMoAAAAJ,10.1093/rfs/hhq151
UjI_Em8AAAAJ,10.1093/rfs/hhq151
xhL6h8AAAAAJ,10.1093/rfs/hhq110
p8phiaYAAAAJ,10.1093/rfs/hhq110
MwKqqlAAAAAJ,10.1093/rfs/hhq141
y_ayJUgAAAAJ,10.1093/rfs/hhq142
Xrd7m4UAAAAJ,10.1093/rfs/hhq142
ohMQeuwAAAAJ,10.1093/rfs/hhq152
6bDMmXQAAAAJ,10.1093/rfs/hhq152
iZAsYLgAAAAJ,10.1093/rfs/hhq073
Wozc0GgAAAAJ,10.1093/rfs/hhq073
oDjzkw4AAAAJ,10.1093/rfs/hhr015
qFJeZ80AAAAJ,10.1093/rfs/hhr015
NlKFDkwAAAAJ,10.1093/rfs/hhq114
agV0CqMAAAAJ,10.1093/rfs/hhq114
Gwj46JcAAAAJ,10.1093/rfs/hhq114
8PTUtHsAAAAJ,10.1093/rfs/hhq123
j-OUp5AAAAAJ,10.1093/rfs/hhq123
NjI4CfUAAAAJ,10.1093/rfs/hhq123
K6HUrI0AAAAJ,10.1093/rfs/hhq078
TO5SRlwAAAAJ,10.1093/rfs/hhq078
